Geo group,Geo group member,Year,Sex,Age group,GHE Cause,Mean value,Mean lower value,Mean upper value,Mean value [95% CI],Age-standardized rate,Age-standardized rate lower value,Age-standardized rate upper value,Age-standardized rate [95% CI]
WHO regions,1_Afr,2011,Female,60 to 64 years,Ischaemic Heart Disease,109521.414,65388.105,148306.404,109 521 [65 388 - 148 306],50.848,30.358,68.855,50.85 [30.36 - 68.86]
WHO regions,1_Afr,2011,Female,60 to 64 years,Stroke,91465.894,41797.134,152519.537,91 466 [41 797 - 152 520],42.465,19.405,70.811,42.47 [19.41 - 70.81]
WHO regions,1_Afr,2011,Female,60 to 64 years,Acute Lower Respiratory Infections,73864.193,36624.271,115640.109,73 864 [36 624 - 115 640],34.293,17.004,53.689,34.29 [17.00 - 53.69]
WHO regions,1_Afr,2011,Female,60 to 64 years,Chronic Obstructive Pulmonary Disease,26662.851,7612.055,55296.922,26 663 [7 612 - 55 297],12.379,3.534,25.673,12.38 [3.53 - 25.67]
WHO regions,1_Afr,2011,Female,60 to 64 years,Lung Cancer,2451.069,1128.027,4297.864,2 451 [1 128 - 4 298],1.138,0.524,1.995,1.14 [0.52 - 2.00]
WHO regions,1_Afr,2011,Female,55 to 59 years,Ischaemic Heart Disease,88407.085,52490.627,119922.957,88 407 [52 491 - 119 923],39.19,23.268,53.161,39.19 [23.27 - 53.16]
WHO regions,1_Afr,2011,Female,55 to 59 years,Stroke,81581.83,37237.427,136110.736,81 582 [37 237 - 136 111],36.164,16.507,60.336,36.16 [16.51 - 60.34]
WHO regions,1_Afr,2011,Female,55 to 59 years,Acute Lower Respiratory Infections,67059.175,33569.249,104607.896,67 059 [33 569 - 104 608],29.727,14.881,46.372,29.73 [14.88 - 46.37]
WHO regions,1_Afr,2011,Female,55 to 59 years,Chronic Obstructive Pulmonary Disease,22482.08,6433.288,46696.139,22 482 [6 433 - 46 696],9.966,2.852,20.7,9.97 [2.85 - 20.70]
WHO regions,1_Afr,2011,Female,55 to 59 years,Lung Cancer,2498.454,1155.142,4349.621,2 498 [1 155 - 4 350],1.107,0.512,1.928,1.11 [0.51 - 1.93]
WHO regions,1_Afr,2011,Female,50 to 54 years,Ischaemic Heart Disease,76987.856,46015.012,104119.462,76 988 [46 015 - 104 119],32.345,19.332,43.744,32.35 [19.33 - 43.74]
WHO regions,1_Afr,2011,Female,50 to 54 years,Stroke,75401.589,34464.657,125724.599,75 402 [34 465 - 125 725],31.679,14.48,52.821,31.68 [14.48 - 52.82]
WHO regions,1_Afr,2011,Female,50 to 54 years,Acute Lower Respiratory Infections,65909.785,32811.153,103016.069,65 910 [32 811 - 103 016],27.691,13.785,43.28,27.69 [13.79 - 43.28]
WHO regions,1_Afr,2011,Female,50 to 54 years,Chronic Obstructive Pulmonary Disease,18942.085,5569.395,38978.059,18 942 [5 569 - 38 978],7.958,2.34,16.376,7.96 [2.34 - 16.38]
WHO regions,1_Afr,2011,Female,50 to 54 years,Lung Cancer,2424.462,1127.96,4197.309,2 424 [1 128 - 4 197],1.019,0.474,1.763,1.02 [0.47 - 1.76]
WHO regions,1_Afr,2011,Female,45 to 49 years,Ischaemic Heart Disease,55989.05,33712.604,75443.588,55 989 [33 713 - 75 444],21.633,13.026,29.15,21.63 [13.03 - 29.15]
WHO regions,1_Afr,2011,Female,45 to 49 years,Stroke,53876.343,24511.187,89747.516,53 876 [24 511 - 89 748],20.817,9.471,34.677,20.82 [9.47 - 34.68]
WHO regions,1_Afr,2011,Female,45 to 49 years,Acute Lower Respiratory Infections,49774.878,24777.335,77800.176,49 775 [24 777 - 77 800],19.232,9.574,30.061,19.23 [9.57 - 30.06]
WHO regions,1_Afr,2011,Female,45 to 49 years,Chronic Obstructive Pulmonary Disease,13413.359,3995.023,27546.477,13 413 [3 995 - 27 546],5.183,1.544,10.643,5.18 [1.54 - 10.64]
WHO regions,1_Afr,2011,Female,45 to 49 years,Lung Cancer,1960.087,899.376,3413.621,1 960 [899 - 3 414],0.757,0.348,1.319,0.76 [0.35 - 1.32]
WHO regions,1_Afr,2011,Female,40 to 44 years,Acute Lower Respiratory Infections,47393.613,23176.978,74428.526,47 394 [23 177 - 74 429],16.398,8.019,25.752,16.40 [8.02 - 25.75]
WHO regions,1_Afr,2011,Female,40 to 44 years,Stroke,37227.999,16991.081,61953.852,37 228 [16 991 - 61 954],12.881,5.879,21.436,12.88 [5.88 - 21.44]
WHO regions,1_Afr,2011,Female,40 to 44 years,Ischaemic Heart Disease,31370.531,18641.716,42447.016,31 371 [18 642 - 42 447],10.854,6.45,14.687,10.85 [6.45 - 14.69]
WHO regions,1_Afr,2011,Female,40 to 44 years,Chronic Obstructive Pulmonary Disease,8946.526,2593.592,18578.029,8 947 [2 594 - 18 578],3.095,0.897,6.428,3.10 [0.90 - 6.43]
WHO regions,1_Afr,2011,Female,40 to 44 years,Lung Cancer,1242.685,546.72,2214.624,1 243 [547 - 2 215],0.43,0.189,0.766,0.43 [0.19 - 0.77]
WHO regions,1_Afr,2011,Female,35 to 39 years,Acute Lower Respiratory Infections,45966.364,22300.708,72414.16,45 966 [22 301 - 72 414],13.964,6.775,21.999,13.96 [6.78 - 22.00]
WHO regions,1_Afr,2011,Female,35 to 39 years,Stroke,25957.285,11760.65,43259.402,25 957 [11 761 - 43 259],7.886,3.573,13.142,7.89 [3.57 - 13.14]
WHO regions,1_Afr,2011,Female,35 to 39 years,Ischaemic Heart Disease,20318.024,12031.326,27510.439,20 318 [12 031 - 27 510],6.173,3.655,8.358,6.17 [3.66 - 8.36]
WHO regions,1_Afr,2011,Female,35 to 39 years,Chronic Obstructive Pulmonary Disease,9242.315,2725.361,19054.989,9 242 [2 725 - 19 055],2.808,0.828,5.789,2.81 [0.83 - 5.79]
WHO regions,1_Afr,2011,Female,35 to 39 years,Lung Cancer,729.913,326.913,1286.751,730 [327 - 1 287],0.222,0.099,0.391,0.22 [0.10 - 0.39]
WHO regions,1_Afr,2011,Female,30 to 34 years,Acute Lower Respiratory Infections,60730.401,29320.528,95654.145,60 730 [29 321 - 95 654],15.972,7.711,25.156,15.97 [7.71 - 25.16]
WHO regions,1_Afr,2011,Female,30 to 34 years,Stroke,22787.87,10292.31,37916.897,22 788 [10 292 - 37 917],5.993,2.707,9.972,5.99 [2.71 - 9.97]
WHO regions,1_Afr,2011,Female,30 to 34 years,Ischaemic Heart Disease,18097.866,10695.902,24504.519,18 098 [10 696 - 24 505],4.76,2.813,6.444,4.76 [2.81 - 6.44]
WHO regions,1_Afr,2011,Female,30 to 34 years,Chronic Obstructive Pulmonary Disease,9557.548,2853.449,19592.924,9 558 [2 853 - 19 593],2.514,0.75,5.153,2.51 [0.75 - 5.15]
WHO regions,1_Afr,2011,Female,30 to 34 years,Lung Cancer,332.829,149.31,587.124,333 [149 - 587],0.088,0.039,0.154,0.09 [0.04 - 0.15]
WHO regions,1_Afr,2011,Female,25 to 29 years,Acute Lower Respiratory Infections,54138.948,25785.034,85745.986,54 139 [25 785 - 85 746],12.272,5.845,19.436,12.27 [5.85 - 19.44]
WHO regions,1_Afr,2011,Female,25 to 29 years,Stroke,14797.314,6648.841,24703.443,14 797 [6 649 - 24 703],3.354,1.507,5.6,3.35 [1.51 - 5.60]
WHO regions,1_Afr,2011,Female,25 to 29 years,Chronic Obstructive Pulmonary Disease,8411.217,2494.665,17265.032,8 411 [2 495 - 17 265],1.907,0.566,3.913,1.91 [0.57 - 3.91]
WHO regions,1_Afr,2011,Female,25 to 29 years,Ischaemic Heart Disease,8243.802,4735.74,11285.339,8 244 [4 736 - 11 285],1.869,1.073,2.558,1.87 [1.07 - 2.56]
WHO regions,1_Afr,2011,Female,25 to 29 years,Lung Cancer,164.852,74.703,289.455,165 [75 - 289],0.037,0.017,0.066,0.04 [0.02 - 0.07]
WHO regions,1_Afr,2011,Female,20 to 24 years,Acute Lower Respiratory Infections,39538.38,18618.705,62892.139,39 538 [18 619 - 62 892],8.009,3.771,12.739,8.01 [3.77 - 12.74]
WHO regions,1_Afr,2011,Female,15 to 19 years,Acute Lower Respiratory Infections,36674.087,17367.05,58189.758,36 674 [17 367 - 58 190],6.693,3.17,10.62,6.69 [3.17 - 10.62]
WHO regions,1_Afr,2011,Female,10 to 14 years,Acute Lower Respiratory Infections,95638.123,47664.935,149282.958,95 638 [47 665 - 149 283],15.444,7.697,24.106,15.44 [7.70 - 24.11]
WHO regions,1_Afr,2011,Female,5 to 9 years,Acute Lower Respiratory Infections,281087.205,143113.28,434978.974,281 087 [143 113 - 434 979],39.519,20.12,61.154,39.52 [20.12 - 61.15]
WHO regions,1_Afr,2011,Female,0 to 4 years,Acute Lower Respiratory Infections,5515305.393,3018868.923,8339131.782,5 515 305 [3 018 869 - 8 339 132],671.205,367.392,1014.86,671.21 [367.39 - 1 014.86]
WHO regions,1_Afr,2011,Male,80 years and over,Ischaemic Heart Disease,68808.596,41390.967,92902.108,68 809 [41 391 - 92 902],85.048,51.16,114.828,85.05 [51.16 - 114.83]
WHO regions,1_Afr,2011,Male,80 years and over,Acute Lower Respiratory Infections,50607.231,24481.858,79682.595,50 607 [24 482 - 79 683],62.551,30.26,98.489,62.55 [30.26 - 98.49]
WHO regions,1_Afr,2011,Male,80 years and over,Stroke,40399.83,18271.046,67227.874,40 400 [18 271 - 67 228],49.935,22.583,83.095,49.94 [22.58 - 83.10]
WHO regions,1_Afr,2011,Male,80 years and over,Chronic Obstructive Pulmonary Disease,19832.413,5672.998,41213.962,19 832 [5 673 - 41 214],24.513,7.012,50.941,24.51 [7.01 - 50.94]
WHO regions,1_Afr,2011,Male,80 years and over,Lung Cancer,1063.489,459.589,1928.033,1 063 [460 - 1 928],1.314,0.568,2.383,1.31 [0.57 - 2.38]
WHO regions,1_Afr,2011,Male,75 to 79 years,Ischaemic Heart Disease,84300.227,50769.821,113725.324,84 300 [50 770 - 113 725],64.225,38.679,86.643,64.23 [38.68 - 86.64]
WHO regions,1_Afr,2011,Male,75 to 79 years,Acute Lower Respiratory Infections,66865.656,33065.086,104539.833,66 866 [33 065 - 104 540],50.942,25.191,79.645,50.94 [25.19 - 79.65]
WHO regions,1_Afr,2011,Male,75 to 79 years,Stroke,56812.692,25603.057,94874.543,56 813 [25 603 - 94 875],43.283,19.506,72.281,43.28 [19.51 - 72.28]
WHO regions,1_Afr,2011,Male,75 to 79 years,Chronic Obstructive Pulmonary Disease,26972.963,7860.452,55614.823,26 973 [7 860 - 55 615],20.55,5.989,42.371,20.55 [5.99 - 42.37]
WHO regions,1_Afr,2011,Male,75 to 79 years,Lung Cancer,1982.924,876.372,3549.658,1 983 [876 - 3 550],1.511,0.668,2.704,1.51 [0.67 - 2.70]
WHO regions,1_Afr,2011,Male,70 to 74 years,Ischaemic Heart Disease,134013.927,80367.327,181067.737,134 014 [80 367 - 181 068],87.288,52.346,117.936,87.29 [52.35 - 117.94]
WHO regions,1_Afr,2011,Male,70 to 74 years,Acute Lower Respiratory Infections,96339.435,48641.715,149525.747,96 339 [48 642 - 149 526],62.749,31.682,97.391,62.75 [31.68 - 97.39]
WHO regions,1_Afr,2011,Male,70 to 74 years,Stroke,83605.741,38046.505,139490.276,83 606 [38 047 - 139 490],54.455,24.781,90.855,54.46 [24.78 - 90.86]
WHO regions,1_Afr,2011,Male,70 to 74 years,Chronic Obstructive Pulmonary Disease,42611.364,12562.082,87509.129,42 611 [12 562 - 87 509],27.754,8.182,56.998,27.75 [8.18 - 57.00]
WHO regions,1_Afr,2011,Male,70 to 74 years,Lung Cancer,3350.89,1514.799,5932.295,3 351 [1 515 - 5 932],2.183,0.987,3.864,2.18 [0.99 - 3.86]
WHO regions,1_Afr,2011,Male,65 to 69 years,Ischaemic Heart Disease,155049.244,92467.96,209859.905,155 049 [92 468 - 209 860],89.705,53.498,121.416,89.71 [53.50 - 121.42]
WHO regions,1_Afr,2011,Male,65 to 69 years,Acute Lower Respiratory Infections,106092.762,53297.086,165030.2,106 093 [53 297 - 165 030],61.381,30.835,95.479,61.38 [30.84 - 95.48]
WHO regions,1_Afr,2011,Male,65 to 69 years,Stroke,101754.481,45674.387,170484.968,101 754 [45 674 - 170 485],58.871,26.425,98.635,58.87 [26.43 - 98.64]
WHO regions,1_Afr,2011,Male,65 to 69 years,Chronic Obstructive Pulmonary Disease,40865.197,11864.147,84295.458,40 865 [11 864 - 84 295],23.643,6.864,48.77,23.64 [6.86 - 48.77]
WHO regions,1_Afr,2011,Male,65 to 69 years,Lung Cancer,4590.074,2109.932,8040.182,4 590 [2 110 - 8 040],2.656,1.221,4.652,2.66 [1.22 - 4.65]
WHO regions,1_Afr,2011,Male,60 to 64 years,Ischaemic Heart Disease,157779.009,93343.164,214109.81,157 779 [93 343 - 214 110],83.344,49.307,113.099,83.34 [49.31 - 113.10]
WHO regions,1_Afr,2011,Male,60 to 64 years,Acute Lower Respiratory Infections,112223.553,55492.746,175609.255,112 224 [55 493 - 175 609],59.28,29.313,92.762,59.28 [29.31 - 92.76]
WHO regions,1_Afr,2011,Male,60 to 64 years,Stroke,111426.297,50120.107,186629.234,111 426 [50 120 - 186 629],58.859,26.475,98.583,58.86 [26.48 - 98.58]
WHO regions,1_Afr,2011,Male,60 to 64 years,Chronic Obstructive Pulmonary Disease,37414.551,10685.596,77570.301,37 415 [10 686 - 77 570],19.764,5.644,40.975,19.76 [5.64 - 40.98]
WHO regions,1_Afr,2011,Male,60 to 64 years,Lung Cancer,5705.428,2700.436,9809.393,5 705 [2 700 - 9 809],3.014,1.427,5.182,3.01 [1.43 - 5.18]
WHO regions,1_Afr,2011,Male,55 to 59 years,Ischaemic Heart Disease,150656.619,88591.05,204815.625,150 657 [88 591 - 204 816],73.239,43.067,99.568,73.24 [43.07 - 99.57]
WHO regions,1_Afr,2011,Male,55 to 59 years,Acute Lower Respiratory Infections,106278.672,52157.379,166778.045,106 279 [52 157 - 166 778],51.666,25.355,81.076,51.67 [25.36 - 81.08]
WHO regions,1_Afr,2011,Male,55 to 59 years,Stroke,90576.759,40412.317,152147.636,90 577 [40 412 - 152 148],44.032,19.646,73.964,44.03 [19.65 - 73.96]
WHO regions,1_Afr,2011,Male,55 to 59 years,Chronic Obstructive Pulmonary Disease,30476.65,8560.421,63595.346,30 477 [8 560 - 63 595],14.816,4.162,30.916,14.82 [4.16 - 30.92]
WHO regions,1_Afr,2011,Male,55 to 59 years,Lung Cancer,6443.174,3121.56,10908.301,6 443 [3 122 - 10 908],3.132,1.518,5.303,3.13 [1.52 - 5.30]
WHO regions,1_Afr,2011,Male,50 to 54 years,Ischaemic Heart Disease,135489.872,79807.03,184010.076,135 490 [79 807 - 184 010],60.983,35.921,82.822,60.98 [35.92 - 82.82]
WHO regions,1_Afr,2011,Male,50 to 54 years,Acute Lower Respiratory Infections,98918.048,48129.563,155666.926,98 918 [48 130 - 155 667],44.522,21.663,70.065,44.52 [21.66 - 70.07]
WHO regions,1_Afr,2011,Male,50 to 54 years,Stroke,85274.085,38049.878,143208.307,85 274 [38 050 - 143 208],38.381,17.126,64.457,38.38 [17.13 - 64.46]
WHO regions,1_Afr,2011,Male,50 to 54 years,Chronic Obstructive Pulmonary Disease,25824.722,7508.322,53248.373,25 825 [7 508 - 53 248],11.624,3.38,23.967,11.62 [3.38 - 23.97]
WHO regions,1_Afr,2011,Male,50 to 54 years,Lung Cancer,5936.29,2931.509,9921.022,5 936 [2 932 - 9 921],2.672,1.319,4.465,2.67 [1.32 - 4.47]
WHO regions,1_Afr,2011,Male,45 to 49 years,Ischaemic Heart Disease,112282.39,65952.977,152547.606,112 282 [65 953 - 152 548],45.299,26.608,61.544,45.30 [26.61 - 61.54]
WHO regions,1_Afr,2011,Male,45 to 49 years,Acute Lower Respiratory Infections,101332.931,49873.095,158748.417,101 333 [49 873 - 158 748],40.882,20.121,64.045,40.88 [20.12 - 64.05]
WHO regions,1_Afr,2011,Male,45 to 49 years,Stroke,65090.696,29098.69,109028.536,65 091 [29 099 - 109 029],26.26,11.739,43.986,26.26 [11.74 - 43.99]
WHO regions,1_Afr,2011,Male,45 to 49 years,Chronic Obstructive Pulmonary Disease,18301.183,5196.389,38114.359,18 301 [5 196 - 38 114],7.383,2.096,15.377,7.38 [2.10 - 15.38]
WHO regions,1_Afr,2011,Male,45 to 49 years,Lung Cancer,4358.637,2174.935,7226.899,4 359 [2 175 - 7 227],1.758,0.877,2.916,1.76 [0.88 - 2.92]
WHO regions,1_Afr,2011,Male,40 to 44 years,Acute Lower Respiratory Infections,76774.823,37936.993,119870.954,76 775 [37 937 - 119 871],27.292,13.486,42.612,27.29 [13.49 - 42.61]
WHO regions,1_Afr,2011,Male,40 to 44 years,Ischaemic Heart Disease,68948.036,40963.89,93275.032,68 948 [40 964 - 93 275],24.509,14.562,33.157,24.51 [14.56 - 33.16]
WHO regions,1_Afr,2011,Male,40 to 44 years,Stroke,48636.696,21905.77,81155.426,48 637 [21 906 - 81 155],17.289,7.787,28.849,17.29 [7.79 - 28.85]
WHO regions,1_Afr,2011,Male,40 to 44 years,Chronic Obstructive Pulmonary Disease,13154.027,3893.661,27008.053,13 154 [3 894 - 27 008],4.676,1.384,9.601,4.68 [1.38 - 9.60]
WHO regions,1_Afr,2011,Male,40 to 44 years,Lung Cancer,2367.644,1153.75,3976.923,2 368 [1 154 - 3 977],0.842,0.41,1.414,0.84 [0.41 - 1.41]
WHO regions,1_Afr,2011,Male,35 to 39 years,Acute Lower Respiratory Infections,62652.428,31698.137,96982.253,62 652 [31 698 - 96 982],19.26,9.744,29.813,19.26 [9.74 - 29.81]
WHO regions,1_Afr,2011,Male,35 to 39 years,Ischaemic Heart Disease,44210.177,26362.628,59769.752,44 210 [26 363 - 59 770],13.591,8.104,18.374,13.59 [8.10 - 18.37]
WHO regions,1_Afr,2011,Male,35 to 39 years,Stroke,25636.329,11788.486,42477.405,25 636 [11 788 - 42 477],7.881,3.624,13.058,7.88 [3.62 - 13.06]
WHO regions,1_Afr,2011,Male,35 to 39 years,Chronic Obstructive Pulmonary Disease,9200.003,2765.776,18799.5,9 200 [2 766 - 18 800],2.828,0.85,5.779,2.83 [0.85 - 5.78]
WHO regions,1_Afr,2011,Male,35 to 39 years,Lung Cancer,997.96,484.05,1675.553,998 [484 - 1 676],0.307,0.149,0.515,0.31 [0.15 - 0.52]
WHO regions,1_Afr,2011,Male,30 to 34 years,Acute Lower Respiratory Infections,55797.431,27762.123,86993.172,55 797 [27 762 - 86 993],14.831,7.379,23.123,14.83 [7.38 - 23.12]
WHO regions,1_Afr,2011,Male,30 to 34 years,Ischaemic Heart Disease,27415.288,16200.809,37187.544,27 415 [16 201 - 37 188],7.287,4.306,9.884,7.29 [4.31 - 9.88]
WHO regions,1_Afr,2011,Male,30 to 34 years,Stroke,20217.509,9184.279,33585.393,20 218 [9 184 - 33 585],5.374,2.441,8.927,5.37 [2.44 - 8.93]
WHO regions,1_Afr,2011,Male,30 to 34 years,Chronic Obstructive Pulmonary Disease,9436.14,2850.6,19223.064,9 436 [2 851 - 19 223],2.508,0.758,5.109,2.51 [0.76 - 5.11]
WHO regions,1_Afr,2011,Male,30 to 34 years,Lung Cancer,554.398,274.128,921.583,554 [274 - 922],0.147,0.073,0.245,0.15 [0.07 - 0.25]
WHO regions,1_Afr,2011,Male,25 to 29 years,Acute Lower Respiratory Infections,48994.998,23867.724,77120.021,48 995 [23 868 - 77 120],11.2,5.456,17.628,11.20 [5.46 - 17.63]
WHO regions,1_Afr,2011,Male,25 to 29 years,Stroke,16560.208,7515.176,27567.858,16 560 [7 515 - 27 568],3.785,1.718,6.302,3.79 [1.72 - 6.30]
WHO regions,1_Afr,2011,Male,25 to 29 years,Ischaemic Heart Disease,13831.601,8094.53,18847.003,13 832 [8 095 - 18 847],3.162,1.85,4.308,3.16 [1.85 - 4.31]
WHO regions,1_Afr,2011,Male,25 to 29 years,Chronic Obstructive Pulmonary Disease,7880.039,2414.136,15966.084,7 880 [2 414 - 15 966],1.801,0.552,3.65,1.80 [0.55 - 3.65]
WHO regions,1_Afr,2011,Male,25 to 29 years,Lung Cancer,290.86,135.44,506.553,291 [135 - 507],0.066,0.031,0.116,0.07 [0.03 - 0.12]
WHO regions,1_Afr,2011,Male,20 to 24 years,Acute Lower Respiratory Infections,44093.903,21217.219,69737.498,44 094 [21 217 - 69 737],8.909,4.287,14.091,8.91 [4.29 - 14.09]
WHO regions,1_Afr,2011,Male,15 to 19 years,Acute Lower Respiratory Infections,43446.153,21046.123,68465.754,43 446 [21 046 - 68 466],7.845,3.8,12.363,7.85 [3.80 - 12.36]
WHO regions,1_Afr,2011,Male,10 to 14 years,Acute Lower Respiratory Infections,109273.049,55077.726,170068.908,109 273 [55 078 - 170 069],17.366,8.753,27.028,17.37 [8.75 - 27.03]
WHO regions,1_Afr,2011,Male,5 to 9 years,Acute Lower Respiratory Infections,254014.846,132294.733,389896.662,254 015 [132 295 - 389 897],34.981,18.219,53.694,34.98 [18.22 - 53.69]
WHO regions,1_Afr,2011,Male,0 to 4 years,Acute Lower Respiratory Infections,6970870.229,3805736.515,10548111.37,6 970 870 [3 805 737 - 10 548 111],826.456,451.203,1250.569,826.46 [451.20 - 1 250.57]
WHO regions,1_Afr,2010,Female,80 years and over,Ischaemic Heart Disease,84742.265,49883.149,115298.809,84 742 [49 883 - 115 299],76.925,45.282,104.663,76.93 [45.28 - 104.66]
WHO regions,1_Afr,2010,Female,80 years and over,Stroke,56986.805,25508.922,95028.085,56 987 [25 509 - 95 028],51.73,23.156,86.262,51.73 [23.16 - 86.26]
WHO regions,1_Afr,2010,Female,80 years and over,Acute Lower Respiratory Infections,49857.563,23906.851,78790.019,49 858 [23 907 - 78 790],45.258,21.701,71.522,45.26 [21.70 - 71.52]
WHO regions,1_Afr,2010,Female,80 years and over,Chronic Obstructive Pulmonary Disease,14659.52,3845.285,31348.237,14 660 [3 845 - 31 348],13.307,3.491,28.456,13.31 [3.49 - 28.46]
WHO regions,1_Afr,2010,Female,80 years and over,Lung Cancer,496.106,227.838,876.828,496 [228 - 877],0.45,0.207,0.796,0.45 [0.21 - 0.80]
WHO regions,1_Afr,2010,Female,75 to 79 years,Ischaemic Heart Disease,98644.285,58570.982,133876.918,98 644 [58 571 - 133 877],58.465,34.714,79.347,58.47 [34.71 - 79.35]
WHO regions,1_Afr,2010,Female,75 to 79 years,Stroke,77617.867,35134.465,129442.597,77 618 [35 134 - 129 443],46.003,20.824,76.719,46.00 [20.82 - 76.72]
WHO regions,1_Afr,2010,Female,75 to 79 years,Acute Lower Respiratory Infections,58982.004,29152.77,92276.495,58 982 [29 153 - 92 276],34.958,17.279,54.691,34.96 [17.28 - 54.69]
WHO regions,1_Afr,2010,Female,75 to 79 years,Chronic Obstructive Pulmonary Disease,20472.493,5718.449,42801.355,20 472 [5 718 - 42 801],12.134,3.389,25.368,12.13 [3.39 - 25.37]
WHO regions,1_Afr,2010,Female,75 to 79 years,Lung Cancer,825.552,375.712,1463.197,826 [376 - 1 463],0.489,0.223,0.867,0.49 [0.22 - 0.87]
WHO regions,1_Afr,2010,Female,70 to 74 years,Ischaemic Heart Disease,129340.975,77050.86,175345.595,129 341 [77 051 - 175 346],68.821,40.998,93.299,68.82 [41.00 - 93.30]
WHO regions,1_Afr,2010,Female,70 to 74 years,Stroke,96368.824,43537.919,161008.976,96 369 [43 538 - 161 009],51.277,23.166,85.671,51.28 [23.17 - 85.67]
WHO regions,1_Afr,2010,Female,70 to 74 years,Acute Lower Respiratory Infections,77491.784,39490.164,119900.197,77 492 [39 490 - 119 900],41.233,21.012,63.798,41.23 [21.01 - 63.80]
WHO regions,1_Afr,2010,Female,70 to 74 years,Chronic Obstructive Pulmonary Disease,27769.924,7871.046,57767.025,27 770 [7 871 - 57 767],14.776,4.188,30.737,14.78 [4.19 - 30.74]
WHO regions,1_Afr,2010,Female,70 to 74 years,Lung Cancer,1317.744,590.28,2358.358,1 318 [590 - 2 358],0.701,0.314,1.255,0.70 [0.31 - 1.26]
WHO regions,1_Afr,2010,Female,65 to 69 years,Ischaemic Heart Disease,126388.373,75436.773,171216.553,126 388 [75 437 - 171 217],62.96,37.578,85.291,62.96 [37.58 - 85.29]
WHO regions,1_Afr,2010,Female,65 to 69 years,Stroke,97225.503,44411.733,162152.77,97 226 [44 412 - 162 153],48.432,22.124,80.776,48.43 [22.12 - 80.78]
WHO regions,1_Afr,2010,Female,65 to 69 years,Acute Lower Respiratory Infections,76518.946,38386.87,119132.729,76 519 [38 387 - 119 133],38.118,19.122,59.345,38.12 [19.12 - 59.35]
WHO regions,1_Afr,2010,Female,65 to 69 years,Chronic Obstructive Pulmonary Disease,30869.741,8966.666,63587.684,30 870 [8 967 - 63 588],15.378,4.467,31.676,15.38 [4.47 - 31.68]
WHO regions,1_Afr,2010,Female,65 to 69 years,Lung Cancer,1767.617,794.777,3150.51,1 768 [795 - 3 151],0.88,0.396,1.569,0.88 [0.40 - 1.57]
WHO regions,1_Afr,2010,Female,60 to 64 years,Ischaemic Heart Disease,108298.483,64534.716,146763.432,108 298 [64 535 - 146 763],51.647,30.776,69.991,51.65 [30.78 - 69.99]
